cnpj;cnpj_basico;matriz_filial;razao_social;nome_fantasia;situacao_cadastral;data_situacao_cadastral;motivo_situacao_cadastral;nome_cidade_exterior;cd_pais;nm_pais;cd_natureza_juridica;nm_natureza_juridica;data_inicio_atividades;cnae_fiscal;nm_cnae;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd1;telefone1;ddd2;telefone2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial;qualificacao_responsavel;capital_social;capital_social_str;porte_empresa;ente_federativo_responsavel
50832757000110;50832757;1;VILA OPERARIA CLUBE ESPORTE MARIANO;VOCEM;02;20191018;00;;;;3999;Associação Privada;19810702;9312300;Clubes sociais, esportivos e similares;;PRACA;SAO JOSE OPERARIO;SN;;VILA OPERARIA;19807155;SP;6179;;;;;;;;;;16;0;0,00;05;
50833086000101;50833086;1;ASSOCIACAO ATLETICA FERROVIARIA;;04;20180828;63;;;;3999;Associação Privada;19821025;9312300;Clubes sociais, esportivos e similares;;RUA;BRASIL;S/N;CX POSTAL 387;VILA XAVIER;19800101;SP;6179;;;;;;;;;;16;0;0,00;05;
50833417000103;50833417;1;CLUBE SAO PAULO DE ASSIS;CLUBE SAO PAULO DE ASSIS;02;20031004;00;;;;3999;Associação Privada;19830628;9312300;Clubes sociais, esportivos e similares;9313100,9602502;RUA;VIRIATO CORREIA;1300;;VL RIBEIRO;19800400;SP;6179;;;;;;;;;;16;0;0,00;05;
50833631000160;50833631;1;ASSOCIACAO ATLETICA BANCO DO BRASIL - MARACAI (SP);AABB;02;20051103;00;;;;3999;Associação Privada;19830920;9312300;Clubes sociais, esportivos e similares;;RUA;SAO PAULO;188;;CENTRO;19840000;SP;6677;;;;;;;;;;05;0;0,00;05;
50862044000107;50862044;1;CLUBE CARNAVALESCO TENENTES DO DIABO;;08;20081231;71;;;;3999;Associação Privada;19820806;9312300;Clubes sociais, esportivos e similares;;RUA;DIREITA;61;PRIMEIRO ANDAR;CENTRO;01002001;SP;7107;;;;;;;;;;16;0;0,00;05;
50927409000126;50927409;1;SCOTT CENTER CULTURA FISICA S/C LTDA;;08;20081231;71;;;;2240;Sociedade Simples Limitada;19830718;9312300;Clubes sociais, esportivos e similares;;RUA;CAPIVARI;361;;VILA GERTY;09580370;SP;7077;;;;;;;;;;28;0;0,00;05;
50927409000207;50927409;2;SCOTT CENTER CULTURA FISICA S/C LTDA;;08;20081231;71;;;;2240;Sociedade Simples Limitada;19840810;9312300;Clubes sociais, esportivos e similares;;AVENIDA;SEN ROBERTO SIMONSEN;140;;CENTRO;09530400;SP;7077;;;;;;;;;;28;0;0,00;05;
50932268000130;50932268;1;GREMIO ESPORTIVO DO SESI SAO CAETANO;;08;19990616;01;;;;3999;Associação Privada;19850118;9312300;Clubes sociais, esportivos e similares;;RUA;THEOBALDO DE NIGRIS;70;;BOA VISTA;09572140;SP;7077;;;;;;;;;;16;0;0,00;05;
50942069000102;50942069;1;ASSOCIACAO DOS FUNCIONARIOS PUBLICOS DE DIADEMA;;02;20051103;00;;;;3999;Associação Privada;19680923;9312300;Clubes sociais, esportivos e similares;;RUA;SAO MARCOS;183;;JDIM PITANGUEIRAS;09913050;SP;6377;;;;;;;;;;16;0;0,00;05;
50946185000108;50946185;1;ESPORTE CLUBE AGUA SANTA;;02;20030510;00;;;;3999;Associação Privada;19880407;9312300;Clubes sociais, esportivos e similares;;RUA;POLUX;66;;JARDIM INAMAR;09970200;SP;6377;11;55940920;;;11;32940571;paulo@viacaotranslider.com.br;;;16;0;0,00;05;
50953702000168;50953702;1;GREMIO RECREATIVO DOS EMPDA CIA PAULISTA DE E DE FERRO;GREMIO C P;02;20050924;00;;;;3999;Associação Privada;19670328;9329899;Outras atividades de recreação e lazer não especificadas anteriormente;9312300;RUA;RANGEL PESTANA;334;;CENTRO;13201000;SP;6619;;;;;;;;;;16;0;0,00;05;
50953702000249;50953702;2;GREMIO RECREATIVO DOS EMPDA CIA PAULISTA DE E DE FERRO;GREMIO C P SEDE DE CAMPO;02;20050924;00;;;;3999;Associação Privada;19780417;9329899;Outras atividades de recreação e lazer não especificadas anteriormente;9312300;AVENIDA;MARIA NEGRINI NEGRO;791;;CAXAMBU;13212390;SP;6619;;;;;;;;;;16;0;0,00;05;
50954254000117;50954254;1;ASSOCIACAO ESPORTIVA E RECREATIVA VASP;AER/VASP;02;20051103;00;;;;3999;Associação Privada;19820915;9312300;Clubes sociais, esportivos e similares;;RUA;NHU GUACU;332;;AEROPORTO;08210040;SP;7107;;;;;;;;;;16;0;0,00;05;
50955061000180;50955061;1;CLUBE SAO JOAO;;02;20021116;00;;;;3999;Associação Privada;19670605;9312300;Clubes sociais, esportivos e similares;;RUA;OSWALDO CRUZ;231;;PONTE SAO JOAO;13218010;SP;6619;;;;;;;;;;16;0;0,00;05;
50974112000111;50974112;1;ASSOCIACAO ATLETICA FLORESTA;;04;20181221;63;;;;3999;Associação Privada;19690625;9312300;Clubes sociais, esportivos e similares;;RUA;BOM JESUS DE PIRAPORA;2832;;VL RAMI;13207605;SP;6619;;;;;;;;;;16;0;0,00;05;
50980077000143;50980077;1;ASSOCIACAO DESPORTIVA CICA;;02;19991209;00;;;;3999;Associação Privada;19700216;9312300;Clubes sociais, esportivos e similares;;RUA;ARNOLD GUT;1251;;BAIRRO MURSA;13225575;SP;7233;;;;;;;;;;16;0;0,00;05;
50980077000224;50980077;2;ASSOCIACAO DESPORTIVA CICA;;08;20000120;01;;;;3999;Associação Privada;19740220;9430800;Atividades de associações de defesa de direitos sociais;9493600,9499500;ESTRADA;DO MURCA;S N;;IVOTURUCAIA;13225575;SP;7233;;;;;;;;;;16;0;0,00;05;
50981828000146;50981828;1;ASSOCIACAO ESPORTIVA JUNDIAIENSE;;02;20051103;00;;;;3999;Associação Privada;19700420;9312300;Clubes sociais, esportivos e similares;;RODOVIA;CONSTANCIO CINTRA;KM 72;;MATO DENTRO;13216605;SP;6619;11;45215922;;;;;;;;16;0;0,00;05;
50981828000227;50981828;2;ASSOCIACAO ESPORTIVA JUNDIAIENSE;SECRETARIA ADMINISTRATIVA;08;20151113;01;;;;3999;Associação Privada;20120531;9312300;Clubes sociais, esportivos e similares;;AVENIDA;JOSE DE CASTRO MARCONDES;664;ANDAR 2                   SALA  21;VILA FORMOSA;13214296;SP;6619;11;96657613;;;;;;;;16;0;0,00;05;
50992767000112;50992767;1;ASSOCIACAO ESPORTIVA CAXAMBU;;02;20200305;00;;;;3999;Associação Privada;19710105;9312300;Clubes sociais, esportivos e similares;;AVENIDA;COM ANTONIO BORIN;6408;;CAXAMBU;13212390;SP;6619;;;;;;;;;;16;0;0,00;05;
50992767000201;50992767;2;ASSOCIACAO ESPORTIVA CAXAMBU;SOCIEDADE ESPORTIVA CAXAMBU SEDE NOVA ODESSA;02;20200305;00;;;;3999;Associação Privada;19990524;9312300;Clubes sociais, esportivos e similares;;AVENIDA;HUMBERTO  CERESER;S/N;;NOVA  ODESSA;13218660;SP;6619;;;;;;;;;;16;0;0,00;05;
50993377000167;50993377;1;ESPORTE CLUBE INTERNACIONAL;ESPORTE CLUBE INTERNACIONAL;04;20210406;63;;;;3999;Associação Privada;19710205;9312300;Clubes sociais, esportivos e similares;;AVENIDA;MANOEL TAVARES DA SILVA;202;;CENTRO;13230075;SP;6293;;;;;;;;;;16;0;0,00;05;
50993385000103;50993385;1;ASSOCIACAO CULTURAL RECREATIVA E DE ESPORTES DE JUNDIAI;;02;20021228;00;;;;3999;Associação Privada;19720930;9312300;Clubes sociais, esportivos e similares;;RUA;BARAO DO TRIUNFO;48;;CENTRO;13207770;SP;6619;;;;;;;;;;16;0;0,00;05;
51047934000110;51047934;1;GREMIO SOCIO CULTURAL E RECREATIVO DOS EMPREGADOS DAAE;;02;20191014;00;;;;3999;Associação Privada;19780915;9312300;Clubes sociais, esportivos e similares;;ESTRADA;BOMBA DA VILA CRISTINA;S/N;;RIO CLARO;13500270;SP;6979;;;;;;;;;;16;0;0,00;05;
51090660000141;51090660;1;CLUBE RECREATIVO DE BURITAMA;;08;20150209;73;;;;3999;Associação Privada;19780518;9312300;Clubes sociais, esportivos e similares;;RUA;FLORIANO PEIXOTO;319;TERREO;CENTRO;15290000;SP;6263;018;6911354;;;018;6911596;;;;16;0;0,00;05;
51106680000163;51106680;1;BALNEARIO THERMAS DA NOROESTE;BALNEARIO THERMAS DA NOROESTE;08;20081231;71;;;;3999;Associação Privada;19840627;9312300;Clubes sociais, esportivos e similares;;;LOC  SITIO SAO JOAO;S/N;;JD PINHEIROS;16058703;SP;6155;;;;;;;;;;16;0;0,00;05;
51127249000101;51127249;1;MOVIMENTO DE EXPANSAO SOCIAL CATOLICA MESC;;02;20050827;00;;;;3999;Associação Privada;19790919;9312300;Clubes sociais, esportivos e similares;;AVENIDA;ROBERT KENNEDY;2113;;PLANALTO;09895005;SP;7075;11;43445566;;;11;43445566;SECRETARIA@MESC.COM.BR;;;16;0;0,00;05;
51132355000175;51132355;1;DETROIT CLUBE;;02;20050924;00;;;;3999;Associação Privada;19800523;9312300;Clubes sociais, esportivos e similares;;RUA;MARECHAL DEODORO;879;"SALA: 13;";CENTRO;09710011;SP;7075;11;41237561;;;11;44365833;MARCOS@DETROITPROPERTY.COM.BR;;;16;0;0,00;05;
51152676000131;51152676;1;ASSOCIACAO RECREATIVA CIDADE PATRIARCA;;08;20081231;71;;;;3999;Associação Privada;19780921;9312300;Clubes sociais, esportivos e similares;;AVENIDA;RIO BRANCO;82;;CAMPOS ELYSEOS;01206000;SP;7107;;;;;;;;;;16;0;0,00;05;
51171775000160;51171775;1;CLUBE DESPORTIVO MUNICIPAL JOSE PANTA ALVES;;02;20190725;00;;;;3999;Associação Privada;19790308;9312300;Clubes sociais, esportivos e similares;;RUA;PEDRO DE CASTRO VELHO;87;;JARDIM IVA;03921000;SP;7107;;;;;;;;;;16;0;0,00;05;
51193035000125;51193035;1;CLUBE DA COMUNIDADE JARDIM SECLKER;;02;20041016;00;;;;3999;Associação Privada;19790404;9312300;Clubes sociais, esportivos e similares;;RUA;COSME DE SOUZA;408;;JARDIM SECKLER;04243100;SP;7107;;;;;;;;;;16;0;0,00;05;
51249092000189;51249092;1;ASSOCIACAO DESPORTIVA CLASSISTA NOVARTIS;;08;20170803;01;;;;3999;Associação Privada;19800725;9312300;Clubes sociais, esportivos e similares;;AVENIDA;IBIRAMA;518;;PIRAJUSSARA;06785300;SP;7157;;;;;;;;;;16;0;0,00;05;
51255008000130;51255008;1;SOLAZER ESTANCIA RECREATIVA LTDA;MULTICLUBE SOLAZER;02;20051103;00;;;;2062;Sociedade Empresária Limitada;19811001;9312300;Clubes sociais, esportivos e similares;5510801;ESTRADA;VELHA DE GUARAREMA;00;;MORRO GRANDE;07500000;SP;7037;11;46561300;;;;;CONTABILIDADE@MULTICLUBE.COM.BR;;;49;200000;200000,00;03;
51255008000210;51255008;2;SOLAZER ESTANCIA RECREATIVA LTDA;;08;20200915;01;;;;2062;Sociedade Empresária Limitada;19820617;9329899;Outras atividades de recreação e lazer não especificadas anteriormente;;RUA;ICARAI;210;1 ANDAR;TATUAPE;03071050;SP;7107;11;20957777;;;011;61957777;CONTABILIDADE@MULTICLUBE.COM.BR;;;49;200000;200000,00;03;
51261147000176;51261147;1;ASSOCIACAO DESPORTIVA GUARULHOS;;02;20190508;00;;;;3999;Associação Privada;19810311;9312300;Clubes sociais, esportivos e similares;;RUA;FRANCISCO GONZAGA VASCONCELOS;231;;VILA ROSALIA;07074040;SP;6477;11;99113470;11;24633599;11;24633599;RICARDOAGEA@TERRA.COM.BR;;;16;0;0,00;05;
51269611000170;51269611;1;CLUBE DE CAMPO AGUAI;;02;19980728;00;;;;3999;Associação Privada;19800213;9312300;Clubes sociais, esportivos e similares;;ESTRADA;DO CANTINHO;345;KM    01;SIRIRI;13866058;SP;6105;19;36522045;;;;;CLUBECAMPOAGUAI@UOL.COM.BR;;;16;0;0,00;05;
51283638000118;51283638;1;ASSOCIACAO AMIGOS DE BAIRROS XVI DE JANEIRO;;02;20190603;00;;;;3999;Associação Privada;19810326;9499500;Atividades associativas não especificadas anteriormente;9312300,9319101,8711502;RUA;SAO MATHEUS;16;;VILA TODOS OS SANTOS;13330590;SP;6511;19;38345354;;;19;38345354;bruno_zazeri@hotmail.com;;;16;0;0,00;05;
51307643000113;51307643;1;UNIAO DE CRIADORES DE CANARIOS DE CAMPINAS;UNIAO DE CRIADORES DE CANARIOS DE CAMPINAS;02;19791017;00;;;;3999;Associação Privada;19791017;9312300;Clubes sociais, esportivos e similares;;RUA;ENGENHEIRO ARTUR CANGUCU;222;;VILA ANDRADE NEVES;13070293;SP;6291;19;32521513;;;19;32521513;;;;16;0;0,00;05;
51308690000181;51308690;1;CLUBE DE CAMPO FAZENDA;;02;20051103;00;;;;3999;Associação Privada;19811228;9312300;Clubes sociais, esportivos e similares;;ESTRADA MUNICIPAL;NEMESIO DARIO DOS SANTOS;S/N;;MOENDA;13252755;SP;6569;11;45387630;;;;;mcconsultoria@terra.com.br;;;16;0;0,00;05;
51309466000104;51309466;1;ROSITA FUTEBOL CLUBE;;02;20051103;00;;;;3999;Associação Privada;19791213;9312300;Clubes sociais, esportivos e similares;;PRACA;FIORINDO COGNI;79;;CENTRO;13256319;SP;6569;;;;;;;;;;16;0;0,00;05;
51325082000185;51325082;1;UNIAO SAO JOAO ESPORTE CLUBE;UNIAO SAO JOAO ESPORTE CLUBE;02;20190516;00;;;;3999;Associação Privada;19810128;9312300;Clubes sociais, esportivos e similares;9311500;AVENIDA;FERDINANDO PIETRO PAVAN;123;;JARDIM COSTA VERDE;13606238;SP;6165;19;35414351;19;35414981;19;35414351;ESCRITORIOALVAREZ@TERRA.COM.BR;;;16;0;0,00;05;
51334563000157;51334563;1;CLUBE RECREATIVO COMERCIAL;CLUBE RECREATIVO;02;19980117;00;;;;3999;Associação Privada;19680117;9312300;Clubes sociais, esportivos e similares;;RUA;ANTONIO MIGUEL;100;;JARDIM SAO LUIZ;18500000;SP;6629;15;32831120;;;15;2832566;DILEO@DILEOCONTABILIDADE.COM.BR;;;16;0;0,00;05;
51334563000238;51334563;2;CLUBE RECREATIVO COMERCIAL;CLUBE RECREATIVO;02;20041002;00;;;;3999;Associação Privada;19940808;9312300;Clubes sociais, esportivos e similares;;RUA;ANTONIO MIGUEL;100;;JARDIM SAO LUIZ;18500000;SP;6629;;;;;;;;;;16;0;0,00;05;
51352060000104;51352060;1;RIOLANDIA ATLETICO CLUBE;RAC;08;20081231;71;;;;3999;Associação Privada;19830315;9312300;Clubes sociais, esportivos e similares;;RUA;DOZE;S/N;;CENTRO;15495000;SP;6985;;;;;;;;;;16;0;0,00;05;
51355006000112;51355006;1;CLUBE DE CAMPO MOEMA;;02;20190208;00;;;;3999;Associação Privada;19791214;9312300;Clubes sociais, esportivos e similares;;RUA;RUA RUI BARBOSA;S/N;;CENTRO;15120000;SP;6751;;;;;;;;;;16;0;0,00;05;
51365195000104;51365195;1;GREMIO RECREATIVO SAAE;;02;20100524;00;;;;3999;Associação Privada;19790411;9312300;Clubes sociais, esportivos e similares;;RUA;MONTE DAS OLIVEIRAS;03;;JARDIM SAO ROBERTO;07121050;SP;6477;11;24751800;11;24144212;;;LUIZA@PRISMACONTABIL.NET.BR;;;16;0;0,00;05;
51382059000122;51382059;1;CLUBE 29 DE AGOSTO;;02;20041224;00;;;;3999;Associação Privada;19671009;9312300;Clubes sociais, esportivos e similares;;RUA;JOAO ARRAIS SERODIO;253;;;13617260;SP;6635;;;;;;;;;;16;0;0,00;05;
51397172000181;51397172;1;ESPORTE CLUBE CORINTHIANS DE PRESIDENTE PRUDENTE;;08;20081231;71;;;;3999;Associação Privada;19830527;9312300;Clubes sociais, esportivos e similares;;RUA;DOUTOR GURGEL;388;;CENTRO;19010020;SP;6929;;;;;;;;;;16;0;0,00;05;
51402139000100;51402139;1;ASSOCIACAO MATHILDE ZACHARIAS AMZA;AMZA;08;20150209;73;;;;3999;Associação Privada;19790827;9312300;Clubes sociais, esportivos e similares;;RUA;BARAO DO RIO BRANCO;454;;CENTRO;19010000;SP;6929;;;;;;;;;;16;0;0,00;05;
51410983000175;51410983;1;CLUBE DE PESCA CACHOEIRA DAS EMAS;;02;20051103;00;;;;3999;Associação Privada;19810518;9312300;Clubes sociais, esportivos e similares;;AVENIDA;PAULO FURLAN;S/N;;CACHOEIRA DE EMAS;13631301;SP;6887;;;;;;;;;;16;0;0,00;05;
51414951000148;51414951;1;GREMIO R C BENEFICENTE ESCOLA DE SAMBA SAMUCA;ESCOLA DE SAMBA SAMUCA EST UNIF;02;20210222;00;;;;3999;Associação Privada;19800422;9312300;Clubes sociais, esportivos e similares;;AVENIDA;9;1200;;CENTRO;13500270;SP;6979;;;;;;;;;;16;0;0,00;05;
51418697000156;51418697;1;GRUPO GINASTICO RIOCLARENSE;;02;20051103;00;;;;3999;Associação Privada;19811216;9312300;Clubes sociais, esportivos e similares;;RUA;DOIS;941;;CENTRO;13500270;SP;6979;;;;;;;;;;16;0;0,00;05;
51421352000151;51421352;1;ASSOCIACAO GONCALVES MUBARAC DE JUDO;ASSOCIACAO MUBARAC;04;20190110;63;;;;3999;Associação Privada;19820917;9312300;Clubes sociais, esportivos e similares;;RUA;12;1006;;CENTRO;13500270;SP;6979;;;;;;;;;;16;0;0,00;05;
51446136000160;51446136;1;SOCIEDADE ESPORTIVA IMPERIAL;;02;20200924;00;;;;3999;Associação Privada;19831229;9312300;Clubes sociais, esportivos e similares;;RUA;JOAQUIM JORDAO;181;;JARDIM IMPERIAL;06240000;SP;6789;;;;;;;;;;16;0;0,00;05;
51446169000100;51446169;1;ASSOCIACAO CULTURAL REPUBLICA DE PALMARES;;02;20070622;00;;;;3999;Associação Privada;19831228;9312300;Clubes sociais, esportivos e similares;;AVENIDA;GENERAL NEWTON ESTILAC LEAL;1233;;PESTANA;06180000;SP;6789;11;36951396;11;36953342;11;36951396;DINAMICACONTI@UOL.COM.BR;;;16;0;0,00;05;
51483717000172;51483717;1;LIMEIRA CLUBE;;02;20051103;00;;;;3999;Associação Privada;19710831;9312300;Clubes sociais, esportivos e similares;;AVENIDA;SOUZA QUEIROZ;214;LIMEIRA CLUBE;VILA QUEIROZ;13485025;SP;6639;19;34046565;19;34046565;19;34046565;gerencia@limeiraclube.com.br;;;16;0;0,00;05;
51487478000129;51487478;1;ESPORTE CLUBE ESTUDANTES;;04;20201023;63;;;;3999;Associação Privada;19700222;9312300;Clubes sociais, esportivos e similares;;RUA;PROF ANTONIO P LORDELLO;157;;JD ESMERALDA;13484457;SP;6639;;;;;;;;;;16;0;0,00;05;
51501211000149;51501211;1;THERMAS DE PARAGUACU;;08;20081231;71;;;;3999;Associação Privada;19860818;9312300;Clubes sociais, esportivos e similares;;RUA;PEDRO DE TOLEDO;325;;CENTRO;19700000;SP;6811;;;;;;;;;;16;0;0,00;05;
51504025000163;51504025;1;IATE CLUBE PIRAJU;;02;20040220;00;;;;3999;Associação Privada;19810909;9312300;Clubes sociais, esportivos e similares;;PRACA;BENEDITO S CAMARGO;373;;CENTRO;18800000;SP;6877;;;;;;;;;;16;0;0,00;05;
51532059000161;51532059;1;ASSOCIACAO ATLETICA VETERANOS IBIRAPUERA;AAVI;02;20190225;00;;;;3999;Associação Privada;19790510;9312300;Clubes sociais, esportivos e similares;;RUA;DR TOMAZ DE LIMA;72;;LIBERDADE;01513010;SP;7107;;;;;;;;;;16;0;0,00;05;
51534980000143;51534980;1;CLUBE DA COMUNIDADE RESIDENCIAL SANTA TEREZINHA;;02;20051103;00;;;;3999;Associação Privada;19790630;9312300;Clubes sociais, esportivos e similares;;RUA;CEL JOAQUIM F DE SOUZA;311;;ALTO DO MANDAQUI;02419070;SP;7107;;;;;;;;;;16;0;0,00;05;
51557544000190;51557544;1;DIVERTHE DIVERSOES TURISMO HOTELARIA E EMPREENDS LTDA;DIVERTHE;08;20081231;71;;;;2062;Sociedade Empresária Limitada;19791228;9312300;Clubes sociais, esportivos e similares;;RUA;SERGIO TOMAS;563;;BOM RETIRO;01131010;SP;7107;;;;;;;;;;49;0;0,00;05;
51557544000270;51557544;2;DIVERTHE DIVERSOES TURISMO HOTELARIA E EMPREENDS LTDA;;08;20081231;71;;;;2062;Sociedade Empresária Limitada;19880706;8888888;Atividade Econônica não informada;;AVENIDA;IBIRAPUERA;3103;HALL CIRCULACAO;INDIANOPOLIS;04029903;SP;7107;;;;;;;;;;49;0;0,00;05;
51643609000110;51643609;1;ASSOCIACAO DE VOO LIVRE DO LITORAL PAULISTA;AVLLP;02;20190318;00;;;;3999;Associação Privada;19791228;9312300;Clubes sociais, esportivos e similares;;RUA;CINCO (MORRO DO ITARARE);1210;;ITARARE;11320335;SP;7121;13;32022105;;;;;FREDERICO@AMA.ADV.BR;;;05;0;0,00;05;
51654036000120;51654036;1;ESPORTE CLUBE GONZAGA;GONZAGA;08;20081231;71;;;;3999;Associação Privada;19801209;9312300;Clubes sociais, esportivos e similares;;AVENIDA;MAR DEODORO DA FONSECA;13 A;;GONZAGA;11060000;SP;7071;;;;;;;;;;16;0;0,00;05;
51669703000148;51669703;1;CLUBE NAUTICO DE ITANHAEM;;02;20051103;00;;;;3999;Associação Privada;19801028;9312300;Clubes sociais, esportivos e similares;;RUA;URCEZINO FERREIRA;448;;BAIXIO;11740000;SP;6543;;;;;;;;;;16;0;0,00;05;
51674885000145;51674885;1;SANTOS SAO VICENTE GOLF CLUB;;02;20051103;00;;;;3999;Associação Privada;19810727;9312300;Clubes sociais, esportivos e similares;;AVENIDA;PERSIO DE QUEIROZ FILHO;101;;CATIAPOA;11370300;SP;7121;13;34683129;;;;;SSVGC@UOL.COM.BR;;;16;0;0,00;05;
51679108000193;51679108;1;RECREIO DOS BANDEIRANTES CLUBE VERAN LOTEAM PRIVATIVO;;04;20181219;63;;;;3999;Associação Privada;19810511;9312300;Clubes sociais, esportivos e similares;;RUA;GENERAL CAMARA;5;4 ANDAR SALA 410;CENTRO;11010902;SP;7071;;;;;;;;;;16;0;0,00;05;
51679322000140;51679322;1;CLUBE ATLETICO SANTA CECILIA;;02;20190212;00;;;;3999;Associação Privada;19810528;9312300;Clubes sociais, esportivos e similares;;RUA;COMENDADOR ALFAIA RODRIGUES;283;271 279 E 281;APARECIDA;11025153;SP;7071;13;32192596;;;;;ANAFATIMAGOMES@IG.COM.BR;;;16;0;0,00;05;
51683852000161;51683852;1;GREMIO RECREATIVO E CULTURAL ESCOLA DE SAMBA MOCIDADE AMAZONENSE;G.R.C.E.S.M.A.;02;20060711;00;;;;3999;Associação Privada;19820628;9312300;Clubes sociais, esportivos e similares;;RUA;FRANCISCO ALVES;72;;VICENTE DE CARVALHO;11450320;SP;6475;;;;;;;;;;16;0;0,00;05;
51683852000242;51683852;2;GREMIO RECREATIVO E CULTURAL ESCOLA DE SAMBA MOCIDADE AMAZONENSE;GRCESMA;02;20071205;00;;;;3999;Associação Privada;20071205;9312300;Clubes sociais, esportivos e similares;;RUA;ROSARIO NASCIMENTO;33;;MONTE CABRAO;11220000;SP;7071;13;33849508;;;;;contsantiago@uol.com.br;;;16;0;0,00;05;
51786317000136;51786317;1;ESPORTE CLUBE HEPACARE;;08;20081231;71;;;;3999;Associação Privada;19720405;9312300;Clubes sociais, esportivos e similares;;RUA;CORONEL JOSE VICENTE;312;;;12609350;SP;6645;;;;;;;;;;11;0;0,00;05;
51796860000114;51796860;1;CLUBE RECREATIVO BENGALA DE OURO;;02;20191022;00;;;;3999;Associação Privada;19800818;9312300;Clubes sociais, esportivos e similares;;RUA;PRUDENTE DE MORAES;655;A;;14700120;SP;6221;;;;;;;;;;16;0;0,00;05;
51797132000127;51797132;1;ASSOCIACAO ATLETICA INTERNACIONAL;;02;20051103;00;;;;3999;Associação Privada;19800529;9312300;Clubes sociais, esportivos e similares;9319199;AVENIDA;MAURO DE ABREU IZIQUE;S/N;SALA  II;JARDIM CASAGRANDE;14701605;SP;6221;17;33423600;17;97732305;17;33421701;LEGALPERFIL@HOTMAIL.COM;;;16;0;0,00;05;
51806172000198;51806172;1;CLUB NAUTICO 21 DE JULHO;;02;20201019;00;;;;3999;Associação Privada;19820505;9312300;Clubes sociais, esportivos e similares;;RUA;MARIO FERNANDES;326;;CENTRO;14930000;SP;6233;;;;;;;;;;16;0;0,00;05;
51818920000152;51818920;1;SOCIEDADE RECREATIVA RECANTO DA AMIZADE;;02;20051103;00;;;;3999;Associação Privada;19820513;9312300;Clubes sociais, esportivos e similares;;AVENIDA;SANTO A DA ALEGRIA;480;;JARDIM M TEREZA;14240000;SP;6289;;;;;;;;;;16;0;0,00;05;
51833556000108;51833556;1;TENIS CLUBE DE LUCELIA;;02;20050924;00;;;;3999;Associação Privada;19700904;9312300;Clubes sociais, esportivos e similares;9493600;RUA;DORIVAL R DE BARROS;S N;;CENTRO;17780000;SP;6649;;;;;;;;;;16;0;0,00;05;
51833572000192;51833572;1;CLUBE DE CAMPO MAX WIRTH;;04;20190320;63;;;;3999;Associação Privada;19700904;9312300;Clubes sociais, esportivos e similares;;ESTRADA;SALTO CARLOS BOTELHO;S N;;;17780000;SP;6649;;;;;;;;;;16;0;0,00;05;
51843019000130;51843019;1;CASTILHO TENIS CLUBE;C.T.C.;02;20190909;00;;;;3999;Associação Privada;19850920;9312300;Clubes sociais, esportivos e similares;8230002,9001902;AVENIDA;DR GETULIO VARGAS;0041;;CENTRO;16920000;SP;6321;;;;;;;;;;16;0;0,00;05;
51843860000128;51843860;1;LIGA CATANDUVENSE DE FUTEBOL DE SALAO;LIGA CATANDUVENSE DE FUTEBOL DE SALAO;02;20200325;00;;;;3999;Associação Privada;19820830;9312300;Clubes sociais, esportivos e similares;;RUA;RIOLANDO ROCHA RIBEIRO;126;;JD SAO BENEDITO;15804250;SP;6323;;;;;;;;;;16;0;0,00;05;
51843860000209;51843860;2;LIGA CATANDUVENSE DE FUTEBOL DE SALAO;;02;20200325;00;;;;3999;Associação Privada;19970619;9312300;Clubes sociais, esportivos e similares;;RUA;EUGENIO FALK;393;;JD PROVIDENCIA;04292110;SP;7107;;;;;;;;;;16;0;0,00;05;
51848414000106;51848414;1;TUPAN CLUBE DE MIRASSOL;;02;20051103;00;;;;3999;Associação Privada;19880204;9312300;Clubes sociais, esportivos e similares;;AVENIDA;LAURO LUCHESI;24-90;;CENTRO;15130001;SP;6707;;;;;;;;;;16;0;0,00;05;
51849750000173;51849750;1;ESPORTE CLUBE GRANADENSE;;02;20040424;00;;;;3999;Associação Privada;19811210;9312300;Clubes sociais, esportivos e similares;;RUA;FRANCISCO SANTOS;490;;CENTRO;15440000;SP;6761;;;;;;;;;;16;0;0,00;05;
51851079000103;51851079;1;IATE CLUBE PEDREGAL DE GUARACI;;08;20150209;73;;;;3999;Associação Privada;19821228;9312300;Clubes sociais, esportivos e similares;;FAZENDA;PEDREGAL AGUAS R GRANDE;S/N;;RURAL;15420000;SP;6459;;;;;;;;;;16;0;0,00;05;
51854297000193;51854297;1;ASSOCIACAO ATLETICA VOTUPORANGUENSE;;08;20150209;73;;;;3999;Associação Privada;19810128;9312300;Clubes sociais, esportivos e similares;;RUA;DAS AMERICAS;900;;VILA MARIM;15501125;SP;7245;;;;;;;;;;16;0;0,00;05;
51854305000100;51854305;1;ASSOCIACAO ATLETICA BANCO DO BRASIL AABB CARDOSO SP;AABB;02;19980728;00;;;;3999;Associação Privada;19810113;9312300;Clubes sociais, esportivos e similares;;AVENIDA;JERONIMO RIBEIRO DE MENDONCA;2695;;VILA SANTO ANTONIO;15570000;SP;6315;17;81320285;;;;;ESC_CARDOSO@HOTMAIL.COM;;;16;0;0,00;05;
